model,region,n,n_mal,roc_auc,f1@0.5,fnr@0.5,fpr@0.5,tpr@0.01,tpr@0.001,novel_tpr@0.01,singleton_tpr@0.01,known_tpr@0.01,lowcons_tpr@0.01,n_novel,n_single,fpr_at_iid_thr
lgbm_plain_s1,year2016,109193,45134,0.9623906729830096,0.8569278935999806,,,0.601763637169318,,,,,,,,0.009210259292214988
lgbm_plain_s1,year2017,99144,21359,0.537807039800111,0.34043352492580486,,,0.10534201039374502,,,,,,,,0.002391206530822138
lgbm_plain_s1,year2018,104292,39350,0.57069191072147,0.27790105454468605,,,0.09712833545108004,,,,,,,,0.00688306488866989
lgbm_plain_s1,year2019,91050,41585,0.9436331128551028,0.7230565436766041,,,0.3715281952627149,,,,,,,,0.008773880521580915
lgbm_plain_s1,year2020,102073,46355,0.9449396520931335,0.6804613771408599,,,0.2705209793981232,,,,,,,,0.004468932840374744
lgbm_plain_s1,year2021,81155,35627,0.9324555572983964,0.5168382050226431,,,0.12117214472169983,,,,,,,,0.002701634159198735
lgbm_plain_s1,year2022,86416,41648,0.9649845192833666,0.6591226017406915,,,0.2517047637341529,,,,,,,,0.0009381701215153681
lgbm_plain_s1,year2023,54354,7892,0.8759163868699398,0.40080040020010005,,,0.12062848454130766,,,,,,,,0.0006456889501097671
lgbm_plain_s1,year2024,48427,794,0.7688576189242043,0.15037593984962405,,,0.020151133501259445,,,,,,,,0.00020993848802300925
lgbm_plain_s1,year2025,44663,23,0.5983082047685835,0.02127659574468085,,,0.0,,,,,,,,0.00026881720430107527
lgbm_plain_s2,IID,15286,6981,0.9962600559995951,0.9747251178066543,0.022203122761781935,0.023961468994581576,0.9363987967339923,0.6824237215298667,0.15384615384615385,0.79,0.946863580998782,0.8957303370786517,13.0,400.0,
lgbm_plain_s2,NEAR,208337,66493,0.8296331888310059,0.7308232056867691,0.40085422525679393,0.01898564620287076,0.5213029943001519,0.2678327041944265,0.30972818311874106,0.3056821227552935,0.6079577836411609,0.28510945393312487,4194.0,14924.0,
lgbm_plain_s2,FAR,612430,213274,0.885536847363408,0.5869034478280631,0.5761836885883886,0.010915531772039003,0.40527209130039293,0.12868422780085711,0.29497917123437845,0.34595284394749637,0.5807959742268918,0.26331618233205306,22805.0,131648.0,
lgbm_plain_s2,year2013,9489,4729,0.9958713534049697,0.9736842105263158,,,0.9397335588919433,,,,,,,,0.01134453781512605
lgbm_plain_s2,year2014,5797,2252,0.9967530507281414,0.9769196626719929,,,0.9293960923623446,,,,,,,,0.007898448519040903
lgbm_plain_s2,year2016,109193,45134,0.9623906729830096,0.8569278935999806,,,0.601763637169318,,,,,,,,0.009210259292214988
lgbm_plain_s2,year2017,99144,21359,0.537807039800111,0.34043352492580486,,,0.10534201039374502,,,,,,,,0.002391206530822138
lgbm_plain_s2,year2018,104292,39350,0.57069191072147,0.27790105454468605,,,0.09712833545108004,,,,,,,,0.00688306488866989
lgbm_plain_s2,year2019,91050,41585,0.9436331128551028,0.7230565436766041,,,0.3715281952627149,,,,,,,,0.008773880521580915
lgbm_plain_s2,year2020,102073,46355,0.9449396520931335,0.6804613771408599,,,0.2705209793981232,,,,,,,,0.004468932840374744
lgbm_plain_s2,year2021,81155,35627,0.9324555572983964,0.5168382050226431,,,0.12117214472169983,,,,,,,,0.002701634159198735
lgbm_plain_s2,year2022,86416,41648,0.9649845192833666,0.6591226017406915,,,0.2517047637341529,,,,,,,,0.0009381701215153681
lgbm_plain_s2,year2023,54354,7892,0.8759163868699398,0.40080040020010005,,,0.12062848454130766,,,,,,,,0.0006456889501097671
lgbm_plain_s2,year2024,48427,794,0.7688576189242043,0.15037593984962405,,,0.020151133501259445,,,,,,,,0.00020993848802300925
lgbm_plain_s2,year2025,44663,23,0.5983082047685835,0.02127659574468085,,,0.0,,,,,,,,0.00026881720430107527
mlp_full,IID,15286,6981,0.9917272831624083,0.9680339462517681,0.01962469560234925,0.037928958458759786,0.7968772382180204,0.2909325311559948,0.23076923076923078,0.685,0.8048112058465287,0.8044943820224719,13.0,400.0,
mlp_full,NEAR,208337,66493,0.8459349195069387,0.6806994878420154,0.4453250718120705,0.03517949296410141,0.36289534236686566,0.09025010151444512,0.17453505007153075,0.17783436076119002,0.437868073878628,0.14212172239595863,4194.0,14924.0,
mlp_full,FAR,612430,213274,0.8996332202513083,0.5885820261586248,0.5744113206485554,0.010985679784344967,0.41099243227022514,0.16398623367123982,0.25573339180004384,0.37782571706368495,0.5454174529504768,0.2796941807377346,22805.0,131648.0,
mlp_full,year2013,9489,4729,0.9914891754968006,0.9690205486596433,,,0.845210403890886,,,,,,,,0.010714285714285714
mlp_full,year2014,5797,2252,0.992010486838842,0.965956512189765,,,0.6953818827708703,,,,,,,,0.008744710860366713
mlp_full,year2016,109193,45134,0.9369826142274527,0.8374716744612121,,,0.4964993131563788,,,,,,,,0.013628061630684214
mlp_full,year2017,99144,21359,0.6629866830899875,0.16865477737096965,,,0.03370944332599841,,,,,,,,0.005103811788905316
mlp_full,year2018,104292,39350,0.7600652524389176,0.25105516871987144,,,0.07303684879288437,,,,,,,,0.004342336238489729
mlp_full,year2019,91050,41585,0.9382946579743887,0.7106561982718037,,,0.32574245521221595,,,,,,,,0.003760234509248964
mlp_full,year2020,102073,46355,0.9392188462379213,0.6721773223308941,,,0.24001725811670802,,,,,,,,0.0015434868444667792
mlp_full,year2021,81155,35627,0.9232090797559912,0.6041142060202224,,,0.14337440705083224,,,,,,,,0.0011860832894043227
mlp_full,year2022,86416,41648,0.9206507461196799,0.637298043354713,,,0.21700922013061852,,,,,,,,0.00044674767691208004
mlp_full,year2023,54354,7892,0.8512676189140544,0.4560403003516776,,,0.12379624936644704,,,,,,,,0.00025827558004390687
mlp_full,year2024,48427,794,0.7749306846041213,0.24342105263157895,,,0.04408060453400504,,,,,,,,0.00016795079041840742
mlp_full,year2025,44663,23,0.6036835748792271,0.0,,,0.0,,,,,,,,0.00029121863799283157
mlp_plain,IID,15286,6981,0.9954128264720592,0.9696710197673589,0.026786993267440162,0.028657435279951838,0.9272310557226758,0.6420283626987537,0.15384615384615385,0.7425,0.9400121802679658,0.868314606741573,13.0,400.0,
mlp_plain,NEAR,208337,66493,0.8430939743876119,0.6746326833744879,0.46379318123712265,0.025041594991681,0.39855323116719055,0.11313972899402945,0.19790176442536958,0.1953229697132136,0.4803377308707124,0.16093336540774597,4194.0,14924.0,
mlp_plain,FAR,612430,213274,0.9184227489308593,0.5854772545576074,0.5810788000412614,0.006476164707532895,0.4913866669167362,0.17767285276217448,0.27559745669809255,0.4890085683033544,0.5803709559511059,0.36141507838732273,22805.0,131648.0,
mlp_plain,year2013,9489,4729,0.995406782928862,0.9723710473789263,,,0.9363501797420173,,,,,,,,0.009663865546218488
mlp_plain,year2014,5797,2252,0.9953454318618522,0.9639519359145527,,,0.9080817051509769,,,,,,,,0.010155148095909733
mlp_plain,year2016,109193,45134,0.9449668122652193,0.8339655172413794,,,0.5847476403598174,,,,,,,,0.016906289514353953
mlp_plain,year2017,99144,21359,0.6300790943022085,0.14653659333034003,,,0.05117280771571703,,,,,,,,0.005759465192517838
mlp_plain,year2018,104292,39350,0.725578453994938,0.22376791177830116,,,0.09428208386277001,,,,,,,,0.005066058944904684
mlp_plain,year2019,91050,41585,0.9515427142080719,0.7124174029818858,,,0.39684982565829025,,,,,,,,0.004528454462751441
mlp_plain,year2020,102073,46355,0.9566111140383732,0.6753394146604434,,,0.3110128357243016,,,,,,,,0.002225492659463728
mlp_plain,year2021,81155,35627,0.9436389001509357,0.5919472568872145,,,0.1947960816234878,,,,,,,,0.001932876471621859
mlp_plain,year2022,86416,41648,0.9519431720242691,0.6371124268075875,,,0.2847915866308106,,,,,,,,0.0009605075053609721
mlp_plain,year2023,54354,7892,0.8799115340685846,0.45741385985288424,,,0.1670045615813482,,,,,,,,0.0004735052300804959
mlp_plain,year2024,48427,794,0.7823752911177881,0.2731707317073171,,,0.07934508816120907,,,,,,,,0.0003149077320345139
mlp_plain,year2025,44663,23,0.6214620344397693,0.0,,,0.0,,,,,,,,0.00044802867383512545
mlp_plain_s1,IID,15286,6981,0.9947213046920768,0.9691133461730509,0.026930239220742003,0.029500301023479832,0.919209282337774,0.5716945996275605,0.07692307692307693,0.75,0.9311814859926918,0.8584269662921349,13.0,400.0,
mlp_plain_s1,NEAR,208337,66493,0.820119215998866,0.6725157389157849,0.47144812235874456,0.020303995939200813,0.42962417096536476,0.15446738754455355,0.25774916547448734,0.20859019029750736,0.5144696569920845,0.17555929757036323,4194.0,14924.0,
mlp_plain_s1,FAR,612430,213274,0.89907954639048,0.5334587952924491,0.6331667244952502,0.00452454679373478,0.4698181681780245,0.21665556983035908,0.31528173646130236,0.44356921487603307,0.5884803046531001,0.3352296060100973,22805.0,131648.0,
mlp_plain_s1,year2013,9489,4729,0.9948975434961467,0.9700724561587735,,,0.9405794036794248,,,,,,,,0.010084033613445379
mlp_plain_s1,year2014,5797,2252,0.9943920088584478,0.9670818505338078,,,0.8743339253996447,,,,,,,,0.00930888575458392
mlp_plain_s1,year2016,109193,45134,0.9445262103151845,0.8310495518850456,,,0.571985642752692,,,,,,,,0.015594998360886058
mlp_plain_s1,year2017,99144,21359,0.5603238855309157,0.12631847567199728,,,0.039983145278337004,,,,,,,,0.0021597994471941892
mlp_plain_s1,year2018,104292,39350,0.6207379928926513,0.22322064056939503,,,0.08653113087674714,,,,,,,,0.0019401927874103046
mlp_plain_s1,year2019,91050,41585,0.9502123606319737,0.6650261946340689,,,0.3716003366598533,,,,,,,,0.002911149297483069
mlp_plain_s1,year2020,102073,46355,0.9485612042558844,0.6058966810621796,,,0.2776615251860641,,,,,,,,0.0015434868444667792
mlp_plain_s1,year2021,81155,35627,0.9394067532784444,0.5266124884271165,,,0.16243298621831756,,,,,,,,0.0012300123001230013
mlp_plain_s1,year2022,86416,41648,0.9492001490112887,0.5797540272509228,,,0.25463407606607763,,,,,,,,0.000536097212294496
mlp_plain_s1,year2023,54354,7892,0.8821556345235166,0.4082573404148712,,,0.14432336543335023,,,,,,,,0.00025827558004390687
mlp_plain_s1,year2024,48427,794,0.7949573356870417,0.2525458248472505,,,0.06297229219143577,,,,,,,,0.00023093233682531017
mlp_plain_s1,year2025,44663,23,0.6244044140564127,0.0,,,0.0,,,,,,,,0.00013440860215053763
mlp_plain_s2,IID,15286,6981,0.9949216765451181,0.9691116949513598,0.022489614668385616,0.033473810957254664,0.9129064603924939,0.6436040681850738,0.07692307692307693,0.765,0.9235688185140073,0.8665168539325843,13.0,400.0,
mlp_plain_s2,NEAR,208337,66493,0.8763872332471347,0.6844847998955896,0.44788173191162983,0.028651194269761145,0.39193599326244866,0.05969049373618276,0.21721506914639963,0.20537389439828463,0.4661741424802111,0.15708443589126775,4194.0,14924.0,
mlp_plain_s2,FAR,612430,213274,0.9283074448261127,0.6293706293706294,0.5358083967103351,0.0058272955937027126,0.5250194585369056,0.2186389339535058,0.29668932251699187,0.5362101968886728,0.5884973053841315,0.4001860038167017,22805.0,131648.0,
mlp_plain_s2,year2013,9489,4729,0.9944691124493781,0.969861866889912,,,0.9168957496299429,,,,,,,,0.011554621848739496
mlp_plain_s2,year2014,5797,2252,0.9955373941232617,0.9675281643472499,,,0.9045293072824157,,,,,,,,0.007616361071932299
mlp_plain_s2,year2016,109193,45134,0.9434336297285563,0.8313402967590785,,,0.5153985908627642,,,,,,,,0.014080769290810034
mlp_plain_s2,year2017,99144,21359,0.7451844820719323,0.2091085041671604,,,0.04377545765251182,,,,,,,,0.0038953525744038053
mlp_plain_s2,year2018,104292,39350,0.810876958843972,0.2365331870543061,,,0.08335451080050826,,,,,,,,0.002463736872901974
mlp_plain_s2,year2019,91050,41585,0.9505959669631341,0.7480610383640057,,,0.3871828784417458,,,,,,,,0.003072879814009906
mlp_plain_s2,year2020,102073,46355,0.9550411143819139,0.7196555176149532,,,0.30907129759464996,,,,,,,,0.0014537492372303385
mlp_plain_s2,year2021,81155,35627,0.9424046243558001,0.6744934181334122,,,0.2115249670193954,,,,,,,,0.0013178703215603585
mlp_plain_s2,year2022,86416,41648,0.945534757988305,0.6715412004069176,,,0.2645505186323473,,,,,,,,0.000491422444603288
mlp_plain_s2,year2023,54354,7892,0.8741300503179213,0.4946989776599773,,,0.1511657374556513,,,,,,,,0.00019370668503293013
mlp_plain_s2,year2024,48427,794,0.7734855066558696,0.3336585365853659,,,0.037783375314861464,,,,,,,,0.00010496924401150462
mlp_plain_s2,year2025,44663,23,0.5916218637992832,0.0,,,0.0,,,,,,,,0.0001568100358422939
mlp_plain_s3,IID,15286,6981,0.9952805244750932,0.969421134973688,0.023635582294800117,0.03190848886213125,0.9137659361123048,0.6626557799742158,0.15384615384615385,0.7475,0.9253958587088916,0.8615730337078652,13.0,400.0,
mlp_plain_s3,NEAR,208337,66493,0.8402171955482173,0.6668974356575513,0.46397365136179747,0.03351569329686134,0.3365015866331794,0.09742378897026754,0.1659513590844063,0.17321093540605736,0.4030395778364116,0.11801780129901371,4194.0,14924.0,
mlp_plain_s3,FAR,612430,213274,0.9160221503221926,0.6089250002415295,0.5567110852705909,0.006776799045987033,0.5045575175595712,0.18137700798034453,0.30795878096908574,0.5027953330092367,0.584723143095153,0.37897673744474236,22805.0,131648.0,
mlp_plain_s3,year2013,9489,4729,0.9948259976437182,0.9705543330189668,,,0.9213364347642208,,,,,,,,0.01134453781512605
mlp_plain_s3,year2014,5797,2252,0.9959227591459214,0.9670281035627352,,,0.8978685612788633,,,,,,,,0.007898448519040903
mlp_plain_s3,year2016,109193,45134,0.9454015750229393,0.8236881816731895,,,0.5417866796649976,,,,,,,,0.01779609422563574
mlp_plain_s3,year2017,99144,21359,0.6281477460153321,0.16335697399527188,,,0.04705276464253944,,,,,,,,0.01091470077778492
mlp_plain_s3,year2018,104292,39350,0.6843315256929291,0.23177089013457805,,,0.0873697585768742,,,,,,,,0.006405715869545132
mlp_plain_s3,year2019,91050,41585,0.9503909815062043,0.7353654519867054,,,0.40846459059757123,,,,,,,,0.00400283028403922
mlp_plain_s3,year2020,102073,46355,0.9506612202969535,0.7025593312132868,,,0.334548592384856,,,,,,,,0.002081912487885423
mlp_plain_s3,year2021,81155,35627,0.9451465621215643,0.6275493594285605,,,0.19603110000842058,,,,,,,,0.001295905816201019
mlp_plain_s3,year2022,86416,41648,0.956025517981019,0.6585424594191032,,,0.2995101805608913,,,,,,,,0.0006477841315225161
mlp_plain_s3,year2023,54354,7892,0.8966466756902396,0.456371930505678,,,0.15382665990876837,,,,,,,,0.00036589040506220135
mlp_plain_s3,year2024,48427,794,0.8102587314712758,0.2644964394710071,,,0.05037783375314862,,,,,,,,0.0001469569416161065
mlp_plain_s3,year2025,44663,23,0.6497677068723703,0.0,,,0.0,,,,,,,,0.0001568100358422939
mlp_plain_s4,IID,15286,6981,0.9951425047137059,0.9695670810115731,0.027932960893854775,0.02781456953642384,0.9162011173184358,0.6633720097407249,0.15384615384615385,0.735,0.9287454323995128,0.8615730337078652,13.0,400.0,
mlp_plain_s4,NEAR,208337,66493,0.8592871025564276,0.6539685573660821,0.485449596198096,0.027692394461521108,0.3507737656595431,0.08976884784864572,0.1742966142107773,0.1767622621281158,0.4212137203166227,0.12552321385614626,4194.0,14924.0,
mlp_plain_s4,FAR,612430,213274,0.9089631334586792,0.5854770901833767,0.5804598779035419,0.007275350990590145,0.4599154139745117,0.16534598685259339,0.27612365709274284,0.4481268230432669,0.557555974906921,0.3363407976423412,22805.0,131648.0,
mlp_plain_s4,year2013,9489,4729,0.9945569621377839,0.9708819510144013,,,0.9245083527172764,,,,,,,,0.010924369747899159
mlp_plain_s4,year2014,5797,2252,0.9959444919043909,0.966778149386845,,,0.8987566607460036,,,,,,,,0.00846262341325811
mlp_plain_s4,year2016,109193,45134,0.944232844727775,0.8048151763145381,,,0.5127619976071255,,,,,,,,0.017561935091087902
mlp_plain_s4,year2017,99144,21359,0.6889791631572851,0.16633631325593626,,,0.04822323142469217,,,,,,,,0.005065243941633991
mlp_plain_s4,year2018,104292,39350,0.6976234853212977,0.234531964719529,,,0.08630241423125794,,,,,,,,0.004480921437590465
mlp_plain_s4,year2019,91050,41585,0.9492389393734311,0.7010612845837678,,,0.3714560538655765,,,,,,,,0.0055392701910441725
mlp_plain_s4,year2020,102073,46355,0.9449636018031522,0.6700748377568554,,,0.30561967425304715,,,,,,,,0.002943393517355253
mlp_plain_s4,year2021,81155,35627,0.9375027635191084,0.6267388683722087,,,0.2207314677070761,,,,,,,,0.002064663503777895
mlp_plain_s4,year2022,86416,41648,0.9479577039041011,0.6170691366192524,,,0.2557145601229351,,,,,,,,0.0008711579699785561
mlp_plain_s4,year2023,54354,7892,0.8715948634882218,0.4761995611943146,,,0.1711860111505322,,,,,,,,0.0005380741250914726
mlp_plain_s4,year2024,48427,794,0.7804705488294449,0.2757955641272903,,,0.06926952141057935,,,,,,,,0.000293913883232213
mlp_plain_s4,year2025,44663,23,0.5992242286115006,0.0,,,0.0,,,,,,,,0.00017921146953405018
proto_plain,IID,15286,6981,0.9950928903868339,0.9714285714285714,0.02592751754762923,0.02636965683323299,0.9110442629995703,0.5907463114167025,0.15384615384615385,0.72,0.9241778319123021,0.8530337078651685,13.0,400.0,
proto_plain,NEAR,208337,66493,0.8355599368771542,0.6662864313009753,0.4729370008873115,0.025795944840811033,0.3684899162317838,0.12025325974162694,0.18502622794468288,0.17006164567140178,0.4472401055408971,0.1393312484965119,4194.0,14924.0,
proto_plain,FAR,612430,213274,0.9109395319961461,0.5929663947075409,0.573009368230539,0.0070498752367495416,0.48038204375591964,0.1749158359668783,0.24823503617627712,0.4837293388429752,0.5628942044507914,0.3588907408749426,22805.0,131648.0,
proto_plain,year2013,9489,4729,0.9949374145936658,0.9721199368753288,,,0.9187989004017763,,,,,,,,0.011134453781512605
proto_plain,year2014,5797,2252,0.995255807719576,0.9699666295884316,,,0.8947602131438721,,,,,,,,0.008180535966149507
proto_plain,year2016,109193,45134,0.9460835567145622,0.8228807034102481,,,0.5286923383701866,,,,,,,,0.013393902496136374
proto_plain,year2017,99144,21359,0.6049214669530527,0.15529259199221915,,,0.04134088674563416,,,,,,,,0.00754644211608922
proto_plain,year2018,104292,39350,0.6986267306372138,0.20922544429899492,,,0.08302414231257942,,,,,,,,0.0043115395275784545
proto_plain,year2019,91050,41585,0.943513445009856,0.7068122057114903,,,0.3808344354935674,,,,,,,,0.0036995855655514
proto_plain,year2020,102073,46355,0.9482514940358184,0.6850716896260894,,,0.31142271599611693,,,,,,,,0.002602390609856779
proto_plain,year2021,81155,35627,0.9419853724593928,0.6449679607990954,,,0.22480141465742273,,,,,,,,0.0023721665788086453
proto_plain,year2022,86416,41648,0.9437181960448947,0.6275719489384045,,,0.26094890510948904,,,,,,,,0.0008264832022873481
proto_plain,year2023,54354,7892,0.8733486456011564,0.4754615899741701,,,0.169158641662443,,,,,,,,0.00036589040506220135
proto_plain,year2024,48427,794,0.7715627715285971,0.29346733668341707,,,0.08690176322418136,,,,,,,,0.00020993848802300925
proto_plain,year2025,44663,23,0.6339021349540284,0.0,,,0.0,,,,,,,,0.00020161290322580645
ens_gt_lgbm,IID,15286,6981,0.9962580810854887,0.8054288189431129,0.0011459676264145013,0.40469596628537025,0.9398366996132359,0.7421572840567254,0.15384615384615385,0.8025,0.9497563946406821,0.8961797752808989,13.0,400.0,
ens_gt_lgbm,NEAR,208337,66493,0.8369155566171593,0.6302622570178311,0.20396131923661143,0.3422139815572037,0.49711999759373166,0.26002737130224235,0.26514067715784456,0.2274859287054409,0.6025963060686016,0.24118354582631704,4194.0,14924.0,
ens_gt_lgbm,FAR,612430,213274,0.889926252315292,0.7409617189944717,0.16731528456351918,0.22168275060377396,0.3876843872201956,0.13811341279293304,0.296031572023679,0.3061117525522606,0.6057870488431003,0.2371911008044061,22805.0,131648.0,
ens_gt_lgbm,year2013,9489,4729,0.9959968307475243,0.8171280276816609,,,0.945231550010573,,,,,,,,0.011134453781512605
ens_gt_lgbm,year2014,5797,2252,0.9965002743212742,0.7819287576020851,,,0.9285079928952042,,,,,,,,0.008180535966149507
ens_gt_lgbm,year2016,109193,45134,0.9594828235200845,0.7678204547828812,,,0.5744892985332565,,,,,,,,0.009912736695858505
ens_gt_lgbm,year2017,99144,21359,0.5736208844414465,0.3326741623820555,,,0.05964698721850274,,,,,,,,0.0017998328726618242
ens_gt_lgbm,year2018,104292,39350,0.6188147525793419,0.4173181986225405,,,0.08343074968233799,,,,,,,,0.003095069446583105
ens_gt_lgbm,year2019,91050,41585,0.9485488890075351,0.8466763449861713,,,0.30951064085607793,,,,,,,,0.004730617608409987
ens_gt_lgbm,year2020,102073,46355,0.9478017712730465,0.8486867591229565,,,0.17980800345162334,,,,,,,,0.0015973294088086436
ens_gt_lgbm,year2021,81155,35627,0.9364895550728438,0.845970297158802,,,0.056530159710332054,,,,,,,,0.0011641187840449832
ens_gt_lgbm,year2022,86416,41648,0.9654935915221399,0.8789881190762248,,,0.1693718786016135,,,,,,,,0.000536097212294496
ens_gt_lgbm,year2023,54354,7892,0.8759570410563702,0.5418471056120194,,,0.09477952356817029,,,,,,,,0.0003013215100512247
ens_gt_lgbm,year2024,48427,794,0.7780042078653323,0.09518337642439911,,,0.012594458438287154,,,,,,,,8.397539520920371e-05
ens_gt_lgbm,year2025,44663,23,0.6634389122642979,0.002213858755811379,,,0.0,,,,,,,,0.0
ens_gttuned_lgbm,IID,15286,6981,0.9964583235773438,0.8192983487101134,0.0014324595330181822,0.3690547862733293,0.9395502077066323,0.7365706918779544,0.15384615384615385,0.8175,0.9485383678440926,0.8961797752808989,13.0,400.0,
ens_gttuned_lgbm,NEAR,208337,66493,0.8487112898602565,0.6398309458893254,0.2076759959695006,0.3208031358393728,0.48105815649767647,0.24273231768757614,0.26490224129709106,0.25160814794961134,0.5724749340369393,0.24421457782054365,4194.0,14924.0,
ens_gttuned_lgbm,FAR,612430,213274,0.8913016898479296,0.7310362050507345,0.16274838939580072,0.24222359177865296,0.3739321248722301,0.13459212093363468,0.28541986406489805,0.2875926713660671,0.6014858638921473,0.2275406430417663,22805.0,131648.0,
ens_gttuned_lgbm,year2013,9489,4729,0.9960779278935089,0.8259576701066993,,,0.9448086276168323,,,,,,,,0.011134453781512605
ens_gttuned_lgbm,year2014,5797,2252,0.9969256601873402,0.8056600394053376,,,0.9285079928952042,,,,,,,,0.008180535966149507
ens_gttuned_lgbm,year2016,109193,45134,0.957806169269915,0.7758068794765232,,,0.5666238312580316,,,,,,,,0.010100064003496776
ens_gttuned_lgbm,year2017,99144,21359,0.6154719020965937,0.34176503653738055,,,0.0715389297251744,,,,,,,,0.0016069936363052003
ens_gttuned_lgbm,year2018,104292,39350,0.6172116904471145,0.39710201683963187,,,0.0843964421855146,,,,,,,,0.004018970773921346
ens_gttuned_lgbm,year2019,91050,41585,0.9475625948885491,0.8460567557902265,,,0.3032583864374173,,,,,,,,0.004993429697766097
ens_gttuned_lgbm,year2020,102073,46355,0.9476374750814318,0.8421363627699522,,,0.18004530255635853,,,,,,,,0.0020101224020962704
ens_gttuned_lgbm,year2021,81155,35627,0.9378205605101575,0.8396392739818115,,,0.06172285064698122,,,,,,,,0.0014716218590757335
ens_gttuned_lgbm,year2022,86416,41648,0.9657973451877706,0.875111164787387,,,0.1666106415674222,,,,,,,,0.00046908506075768404
ens_gttuned_lgbm,year2023,54354,7892,0.8888643825320968,0.5390319086894942,,,0.09591991890522047,,,,,,,,0.0003013215100512247
ens_gttuned_lgbm,year2024,48427,794,0.7836689114573057,0.0873440285204991,,,0.013853904282115869,,,,,,,,4.1987697604601855e-05
ens_gttuned_lgbm,year2025,44663,23,0.6310542309490416,0.001301720130172013,,,0.0,,,,,,,,6.720430107526882e-05
ens_gttuned_mlp_lgbm,IID,15286,6981,0.9965107493539919,0.8112164756530339,0.0012892135797163418,0.3896447922937989,0.9497206703910615,0.7192379315284343,0.15384615384615385,0.8275,0.9587393422655298,0.9137078651685393,13.0,400.0,
ens_gttuned_mlp_lgbm,NEAR,208337,66493,0.8528401554681683,0.6264158119302583,0.20734513407426347,0.34600688079862385,0.4670416434812687,0.25058276811092894,0.2520267048164044,0.20202358616992763,0.5695620052770448,0.2015395718065913,4194.0,14924.0,
ens_gttuned_mlp_lgbm,FAR,612430,213274,0.9130177287428312,0.7540802997992714,0.1527424815026679,0.21365581376704848,0.47775631347468517,0.17239325937526376,0.3324270993203245,0.4363833859990277,0.6266979480117645,0.32958910065946806,22805.0,131648.0,
ens_gttuned_mlp_lgbm,year2013,9489,4729,0.9962453198661576,0.8178354978354978,,,0.9545358426728695,,,,,,,,0.011134453781512605
ens_gttuned_mlp_lgbm,year2014,5797,2252,0.9967997730273295,0.7976591594254301,,,0.9396092362344582,,,,,,,,0.008180535966149507
ens_gttuned_mlp_lgbm,year2016,109193,45134,0.9579497507979371,0.7692105723787852,,,0.5993042938804449,,,,,,,,0.013690504066563637
ens_gttuned_mlp_lgbm,year2017,99144,21359,0.6313533286788726,0.32437335702913844,,,0.04775504471183108,,,,,,,,0.001966960210837565
ens_gttuned_mlp_lgbm,year2018,104292,39350,0.6685613318454386,0.45494534790722474,,,0.08452350698856417,,,,,,,,0.00214037140833359
ens_gttuned_mlp_lgbm,year2019,91050,41585,0.9574455256066168,0.8515425187574951,,,0.341974269568354,,,,,,,,0.0033559082179318712
ens_gttuned_mlp_lgbm,year2020,102073,46355,0.9599937231491112,0.8548393348579403,,,0.21863876604465537,,,,,,,,0.0014537492372303385
ens_gttuned_mlp_lgbm,year2021,81155,35627,0.9499433694670563,0.8592561833329008,,,0.07881662783843714,,,,,,,,0.0014716218590757335
ens_gttuned_mlp_lgbm,year2022,86416,41648,0.9688803428825321,0.8891144494067759,,,0.20658855167114867,,,,,,,,0.00042441029306647605
ens_gttuned_mlp_lgbm,year2023,54354,7892,0.9002094436486996,0.5853793357593625,,,0.10745058286872783,,,,,,,,0.00025827558004390687
ens_gttuned_mlp_lgbm,year2024,48427,794,0.7980461151834654,0.09982622127823904,,,0.015113350125944584,,,,,,,,4.1987697604601855e-05
ens_gttuned_mlp_lgbm,year2025,44663,23,0.6395560620227521,0.001775410563692854,,,0.0,,,,,,,,8.960573476702509e-05
ens_mlp_lgbm,IID,15286,6981,0.9963792062759839,0.8106976744186046,0.0012892135797163418,0.3909692956050572,0.9435610943990832,0.6792723105572268,0.15384615384615385,0.81,0.9532582216808769,0.9011235955056179,13.0,400.0,
ens_mlp_lgbm,NEAR,208337,66493,0.8416622848415614,0.615275532488159,0.18435023235528547,0.3917472716505457,0.4843968538041598,0.28249590182425216,0.2761087267525036,0.23492361297239345,0.5814248021108179,0.2197738753909069,4194.0,14924.0,
ens_mlp_lgbm,FAR,612430,213274,0.9163157583087918,0.7650856217968246,0.13450303365623562,0.21211506278247103,0.5436105666888603,0.21056481333870983,0.3586055689541767,0.5325717063684978,0.6400435218714404,0.4041476435490495,22805.0,131648.0,
ens_mlp_lgbm,year2013,9489,4729,0.9961481632196122,0.82257643062451,,,0.9490378515542398,,,,,,,,0.010714285714285714
ens_mlp_lgbm,year2014,5797,2252,0.9966351802628977,0.7868508480503584,,,0.9320603907637656,,,,,,,,0.008744710860366713
ens_mlp_lgbm,year2016,109193,45134,0.9603833431881744,0.7587075546872992,,,0.5953604821199096,,,,,,,,0.011489408201813952
ens_mlp_lgbm,year2017,99144,21359,0.5878859244610879,0.3343402812741248,,,0.04297954024064797,,,,,,,,0.0014655781963103427
ens_mlp_lgbm,year2018,104292,39350,0.654735688304728,0.5121784379351624,,,0.08449809402795426,,,,,,,,0.0018939977210433927
ens_mlp_lgbm,year2019,91050,41585,0.9592739603647206,0.8461287504867345,,,0.3715281952627149,,,,,,,,0.0030324471848781967
