file_type,variant,n,roc_auc,pr_auc,tpr@0.01,tpr@0.001,ch_det@0.01(test-thr),ch_det@0.01(val-thr),test_tpr@0.01(val-thr),test_fpr@0.01(val-thr),ch_det@0.001(test-thr),ch_det@0.001(val-thr),test_tpr@0.001(val-thr),test_fpr@0.001(val-thr),n_test_mal_known_fam,n_test_mal_novel_fam,n_test_mal_nofam,tpr@0.01_known_fam,tpr@0.01_novel_fam,tpr@0.01_nofam,ch_det@0.01_known_fam,ch_det@0.01_novel_fam,ch_det@0.01_nofam,tpr@0.01_lowconsensus_q1,tpr@0.01_highconsensus,wk52_tpr@0.01,wk53_tpr@0.01,wk54_tpr@0.01,wk55_tpr@0.01,wk56_tpr@0.01,wk57_tpr@0.01,wk58_tpr@0.01,wk59_tpr@0.01,wk60_tpr@0.01,wk61_tpr@0.01,wk62_tpr@0.01,wk63_tpr@0.01,best_iter,train_sec,infer_us
APK,proto_full,48000,0.9705357925347222,0.9713644625196909,0.6767083333333334,0.245,0.26171875,0.22265625,0.6526666666666666,0.00825,0.1015625,0.0859375,0.19745833333333335,0.0008333333333333334,17877,91,6032,0.6844548861665828,0.5274725274725275,0.656001326259947,0.23195876288659795,0.2857142857142857,0.36363636363636365,0.6026427560169891,0.7033951142096015,0.7135,0.677,0.665,0.6535,0.666,0.6485,0.7145,0.6985,0.6325,0.6685,0.7035,0.6795,0.0,556.4934408664703,3.1333565711975098
Dot_Net,proto_full,59953,0.992955863074372,0.9895089425640488,0.8852333333333333,0.14023333333333332,0.7575392038600723,0.7768395657418576,0.9242,0.012619770974526759,0.6127864897466827,0.6658624849215923,0.40353333333333335,0.00323840683737856,24967,218,4815,0.8999879841390636,0.7981651376146789,0.8012461059190031,0.3855421686746988,0.0,0.8637059724349158,0.7852882703777336,0.9163660654642618,0.8748,0.8568,0.8832,0.9016,0.884,0.8984,0.8984,0.8636,0.8948,0.8732,0.8856,0.8864,0.0,556.4934408664703,3.2643576872338245
ELF,proto_full,5989,0.9707276681164269,0.94069841359601,0.059,0.017,0.09844559585492228,0.5854922279792746,0.914,0.035463365674138506,0.02072538860103627,0.10103626943005181,0.058333333333333334,0.009702241552358649,2835,28,137,0.051499118165784834,0.10714285714285714,0.16058394160583941,0.183206106870229,0.0,0.05714285714285714,0.10403916768665851,0.03939532753092075,0.016,0.0,0.008,0.048,0.032,0.076,0.06,0.088,0.092,0.136,0.068,0.06,0.0,556.4934408664703,3.057761072097348
PDF,proto_full,12000,0.9876096666666667,0.9899844470441919,0.9111666666666667,0.5818333333333333,0.5018633540372671,0.5677018633540373,0.9268333333333333,0.016166666666666666,0.22732919254658385,0.4484472049689441,0.8523333333333334,0.005666666666666667,1307,44,4649,0.8607498087222647,0.7727272727272727,0.9219186921918692,0.48091603053435117,0.5,0.5059523809523809,0.8288113695090439,0.9348607367475292,0.974,0.96,0.87,0.908,0.894,0.924,0.912,0.886,0.876,0.872,0.89,0.924,0.0,556.4934408664703,3.0250946680704756
Win32,proto_full,359994,0.9960682378455825,0.99533541278411,0.9461111111111111,0.4245,0.42604651162790697,0.3767441860465116,0.9388277777777778,0.007905819082858317,0.053953488372093024,0.02666666666666667,0.2906388888888889,0.0006611331488827405,158944,967,20089,0.9551665995570767,0.8707342295760083,0.8780924884265021,0.5328151986183074,0.0,0.15555555555555556,0.8535874341904887,0.9778414432159005,0.9555333333333333,0.9576666666666667,0.9556,0.9564666666666667,0.9575333333333333,0.9470666666666666,0.9546666666666667,0.9438666666666666,0.9275333333333333,0.9371333333333334,0.9362,0.9240666666666667,0.0,556.4934408664703,3.2280877149683183
Win64,proto_full,119993,0.9963614773112418,0.9957067145395139,0.9697833333333333,0.4321833333333333,0.5208845208845209,0.4864864864864865,0.966,0.008684346507092494,0.10565110565110565,0.10565110565110565,0.40928333333333333,0.000850099178237461,46046,1225,12729,0.9758719541328237,0.9444897959183673,0.9499567915782858,0.5770392749244713,0.3076923076923077,0.48723404255319147,0.9380216891225764,0.9805068661382159,0.9722,0.964,0.9658,0.964,0.9732,0.9756,0.9706,0.964,0.9772,0.9756,0.9718,0.9628,0.0,556.4934408664703,3.1723402744859825
