,roc_auc,roc_auc,roc_auc,tpr@0.01,tpr@0.01,tpr@0.01,tpr@0.001,tpr@0.001,tpr@0.001,novel_tpr@0.01,novel_tpr@0.01,novel_tpr@0.01
,mean,std,count,mean,std,count,mean,std,count,mean,std,count
arch,,,,,,,,,,,,
gtformer_plain,0.9992879587457457,,1,0.9884480704667702,,1,0.976968340493123,,1,0.9662551440329218,,1
gtformer_tuned,0.999597127985304,0.0003375558326511687,5,0.9953503483628751,0.0014151389949335028,5,0.9872062380419478,0.0008098750465503869,5,0.9781069958847738,0.007645908913575997,5
mlp_plain,0.9993584771989859,,1,0.9863903830186636,,1,0.9652359120609364,,1,0.9621399176954732,,1
proto_plain,0.9993360045103823,,1,0.9938630374354717,,1,0.9823472076820331,,1,0.9637860082304527,,1
